participant_number,no_of_actions,time_query,time_on_serp,time_on_documents,time_session_overall,serp_page_viewed_to,document_click_count,document_click_depth,document_hover_count_raw,document_hover_count,document_hover_depth,ad_hover_count,ad_hover_count_top,ad_hover_count_side,ad_hover_count_bot,ad_click_count,depth,time_per_snippet,time_per_document,query_length,query_tokens_count,NC_binary
1,178,3.34,27.76,0,31.2,1,0,0,5,3,10,0,0,0,0,0,3,9.253333333,0,14,2,1
1,216,12.71,27.71,39.84,81.07,1,2,5,8,5,5,3,2,0,1,0,5,5.542,19.91004498,22,3,1
1,178,2.44,97.89,153.25,255.82,3,6,22,33,19,24,0,0,0,0,0,22,4.449545455,25.53741043,21,3,1
1,216,5.7,109.08,85.87,222.29,3,3,21,13,12,23,11,7,3,1,1,21,5.194285714,28.6137954,19,2,1
1,216,1.89,57.35,69.8,130.89,3,2,23,8,7,27,7,5,1,1,0,23,2.493478261,34.88255872,26,3,1
1,163,5.44,98.81,230.63,337.66,3,6,25,29,15,30,13,8,4,1,0,25,3.9524,38.43192801,16,2,1
1,188,4.9,32.85,77.6,115.93,2,2,14,6,6,14,4,3,0,1,0,14,2.346428571,38.7806097,21,2,1
1,188,4.03,48.95,84.28,137.7,2,2,14,7,7,14,7,4,2,1,0,14,3.496428571,42.11894053,21,2,1
1,188,3.67,48.48,169.46,222.21,2,2,16,14,12,20,5,4,0,1,0,16,3.03,84.68765617,15,2,1
2,172,8.42,14.37,0,23.05,1,0,0,4,4,5,2,2,0,0,0,4,3.5925,0,29,3,1
2,177,10.8,21.96,0,32.99,1,0,0,7,7,7,0,0,0,0,0,7,3.137142857,0,42,6,1
2,155,2.96,11.89,0,15.72,1,0,0,4,4,8,2,2,0,0,0,4,2.9725,0,34,4,1
2,245,3.78,14.05,0,18.19,1,0,0,7,7,7,2,2,0,0,0,7,2.007142857,0,25,3,1
2,172,6.61,4.69,0,12.12,1,0,0,2,2,2,2,2,0,0,0,3,1.563333333,0,37,4,1
2,177,7.32,4.03,0,11.63,1,0,0,0,0,0,0,0,0,0,0,3,1.343333333,0,33,5,1
2,172,10.57,0,0,10.57,0,0,0,0,0,0,0,0,0,0,0,3,0,0,38,4,1
2,245,10.61,12.3,16.56,42.38,1,2,3,4,3,3,6,6,0,0,0,3,4.1,8.275862069,31,4,1
2,177,9.8,18.85,8.36,37.53,1,1,1,6,5,8,0,0,0,0,0,5,3.77,8.351648352,43,6,1
2,177,22.38,7.46,10.93,50.88,1,1,6,5,5,6,0,0,0,0,0,6,1.243333333,10.91908092,15,2,1
2,245,17.51,28.43,32.93,91.56,1,3,6,10,5,6,12,10,2,0,0,6,4.738333333,10.973009,38,4,1
2,172,0.26,0.03,12.76,26.55,1,1,1,1,1,1,2,2,0,0,0,3,0.01,12.74725275,38,4,1
2,172,3.95,7.71,15.69,27.9,1,1,3,3,3,3,3,3,0,0,0,3,2.57,15.67432567,36,4,1
2,172,1.96,8.74,22.93,34.94,1,1,2,2,2,2,3,2,1,0,0,3,2.913333333,22.90709291,35,4,1
2,155,3.44,7.53,25.07,46.63,1,1,1,2,1,1,4,4,0,0,0,3,2.51,25.04495504,28,4,1
2,155,11.22,23.08,77.8,113.7,1,3,4,15,5,5,13,10,3,0,0,5,4.616,25.92469177,25,3,1
2,245,12.39,29.78,83.6,129.67,1,3,10,14,10,10,11,11,0,0,0,10,2.978,27.85738087,33,4,1
2,172,6.36,18.42,31.71,59.52,1,1,2,3,2,2,4,3,1,0,0,3,6.14,31.67832168,41,5,1
3,443,2.26,84.5,0,87.29,1,0,0,15,9,10,2,2,0,0,0,9,9.388888889,0,35,4,0
3,443,2.75,84.91,0,87.79,1,0,0,19,8,8,4,4,0,0,0,8,10.61375,0,24,3,0
3,443,8.24,20.51,0,29.39,1,0,0,5,5,5,1,1,0,0,0,5,4.102,0,28,4,0
3,437,12.27,8.19,0,20.66,1,0,0,2,2,4,0,0,0,0,0,3,2.73,0,17,3,0
3,437,4.54,15.09,0,20.12,1,0,0,6,5,5,0,0,0,0,0,5,3.018,0,19,3,0
3,561,15.18,16.1,0,31.73,1,0,0,9,7,9,1,1,0,0,0,7,2.3,0,40,4,0
3,443,7.63,5.36,0,13.09,1,0,0,1,1,1,2,2,0,0,0,3,1.786666667,0,19,2,0
3,561,3.3,25.67,0,30.45,3,0,0,17,15,24,5,3,0,2,0,15,1.711333333,0,44,5,0
3,443,1.5,4.4,0,6.02,1,0,0,0,0,0,0,0,0,0,0,3,1.466666667,0,19,2,0
3,437,8.29,5.55,0,14.66,1,0,0,4,3,3,0,0,0,0,0,3,1.85,0,27,4,0
3,437,5.11,3.81,0,9.05,1,0,0,0,0,0,0,0,0,0,0,3,1.27,0,12,2,0
3,561,4.1,22.49,0,27.69,2,0,0,18,16,18,2,1,0,1,0,16,1.405625,0,40,4,0
3,443,10,11.12,0,21.66,1,0,0,9,7,8,2,2,0,0,0,7,1.588571429,0,29,3,0
3,443,10.82,15.19,0,26.25,2,0,0,13,11,16,2,1,0,1,0,11,1.380909091,0,15,2,0
3,561,8.1,3.21,0,11.52,1,0,0,0,0,0,0,0,0,0,0,3,1.07,0,38,4,0
3,561,1.54,6.89,0,8.69,1,0,0,7,4,5,2,2,0,0,0,4,1.7225,0,30,3,0
3,437,10.4,2.72,0,13.33,1,0,0,0,0,0,0,0,0,0,0,3,0.906666667,0,19,3,0
3,301,1.77,35.85,9.3,47.55,1,1,7,21,10,10,4,3,0,1,0,10,3.585,9.290709291,28,4,0
3,437,2.46,126.92,58.68,206.4,4,6,28,59,29,36,0,0,0,0,0,29,4.376551724,9.778370272,16,2,0
3,437,5.85,41.6,46.7,94.7,2,4,20,24,17,20,0,0,0,0,0,20,2.08,11.67208198,14,2,0
3,561,3.34,45.73,60.03,113.23,4,4,34,39,29,35,15,11,0,4,0,34,1.345,15.00374906,49,5,0
3,561,2.18,76.98,31.53,122.06,3,2,17,21,16,23,7,3,0,4,0,17,4.528235294,15.75712144,35,4,0
3,301,13.71,24.99,32.87,83.1,1,2,7,15,5,8,9,9,0,0,0,7,3.57,16.42678661,35,4,0
3,443,6.22,30.11,17.36,55.1,2,1,8,17,12,16,3,2,0,1,0,12,2.509166667,17.34265734,24,3,0
3,301,9.73,31.96,55,115.5,1,3,9,22,9,9,9,9,0,0,0,9,3.551111111,18.32722426,25,3,0
3,443,2.16,23.29,19.89,47.39,2,1,4,18,12,13,6,1,4,1,0,12,1.940833333,19.87012987,35,4,0
3,437,1.62,8.14,22.69,32.92,1,1,3,3,3,3,0,0,0,0,0,3,2.713333333,22.66733267,19,3,0
3,561,2.5,23.49,22.74,52.44,1,1,7,13,7,7,3,1,0,2,0,7,3.355714286,22.71728272,37,4,0
3,443,3.17,40.28,64.53,114.54,2,2,16,21,14,18,6,5,0,1,0,16,2.5175,32.24887556,19,3,0
3,561,1.2,16.83,64.62,84.03,1,2,3,10,4,9,3,3,0,0,0,4,4.2075,32.29385307,39,4,0
3,301,9.38,9.34,93.57,113.05,1,1,1,1,1,1,2,1,0,1,0,3,3.113333333,93.47652348,25,3,0
3,301,2.62,15.37,107.62,185.11,1,1,1,9,4,4,2,1,0,1,0,4,3.8425,107.5124875,26,3,0
4,255,13.91,24.89,0,40.92,1,0,0,5,5,10,1,1,0,0,0,5,4.978,0,48,7,1
4,180,4.28,5.31,0,9.76,1,0,0,2,2,2,0,0,0,0,0,3,1.77,0,30,3,1
4,280,4.55,15.17,0,19.87,1,0,0,9,8,9,2,2,0,0,0,8,1.89625,0,20,3,1
4,230,6.4,4.55,0,11.48,1,0,0,0,0,0,0,0,0,0,0,3,1.516666667,0,32,4,1
4,180,1.47,1.48,0,3.2,1,0,0,0,0,0,0,0,0,0,0,3,0.493333333,0,46,4,1
4,230,10.4,29.82,9.35,61.39,1,2,5,2,2,2,2,2,0,0,0,5,5.964,4.672663668,45,6,1
4,280,6.1,12.91,19.88,39.13,1,2,4,7,3,4,7,4,3,0,0,4,3.2275,9.935032484,16,2,1
4,230,5.99,22.26,44.71,74.45,1,3,9,7,6,9,6,3,3,0,0,9,2.473333333,14.89836721,45,7,1
4,180,5.7,35.27,48.01,91.54,2,3,11,11,9,13,0,0,0,0,0,11,3.206363636,15.99800067,50,5,1
4,255,10.64,31.59,75.62,121.25,1,4,7,14,7,7,11,5,6,0,0,7,4.512857143,18.90027493,45,6,1
4,255,2.13,16.29,23.03,55.29,1,1,6,10,6,6,2,2,0,0,0,6,2.715,23.00699301,51,7,1
4,280,8.79,21.5,72.52,103.86,2,2,10,9,6,12,8,4,3,1,0,10,2.15,36.24187906,35,5,1
4,280,7.03,19.51,73.77,102.95,1,2,3,9,3,3,4,2,2,0,0,3,6.503333333,36.86656672,33,6,1
4,230,6.75,22.23,84.39,114.41,1,2,10,12,9,10,5,3,1,1,0,10,2.223,42.17391304,25,3,1
4,280,9.22,10.78,86.28,107.16,1,2,3,3,2,3,5,4,1,0,0,3,3.593333333,43.11844078,33,4,1
4,255,7.23,17.18,93.38,120.33,1,2,2,9,3,3,4,3,1,0,0,3,5.726666667,46.66666667,41,5,1
4,280,2.45,14.29,53.55,71.76,1,1,1,2,1,1,4,3,1,0,0,3,4.763333333,53.4965035,51,8,1
4,180,2.65,35.1,165.36,204.58,1,3,4,5,3,4,0,0,0,0,0,4,8.775,55.10163279,39,4,1
4,255,11.21,13.99,112.38,139.06,1,2,7,8,7,7,4,1,3,0,0,7,1.998571429,56.16191904,45,5,1
4,230,1.52,6.25,61.85,70.24,1,1,1,1,1,1,2,1,1,0,0,3,2.083333333,61.78821179,25,3,1
4,230,2.19,19.52,126.51,149.01,1,1,4,9,4,4,5,2,3,0,0,4,4.88,126.3836164,28,4,1
5,377,2.02,7.93,0,10.17,1,0,0,2,1,1,4,3,1,0,0,3,2.643333333,0,30,3,1
5,349,1.93,7.45,0,262.53,1,0,0,0,0,0,1,1,0,0,0,3,2.483333333,0,18,2,1
5,349,2.79,0.93,0,4.02,1,0,0,0,0,0,0,0,0,0,0,3,0.31,0,17,2,1
5,377,4.54,7.47,6.61,18.95,1,1,1,3,2,3,4,4,0,0,0,3,2.49,6.603396603,21,2,1
5,155,1.3,31.69,64.19,98.47,1,4,10,7,6,10,0,0,0,0,0,10,3.169,16.04348913,22,3,1
5,377,2.27,20.29,68.18,92.24,1,4,9,14,9,9,14,12,2,0,0,9,2.254444444,17.04073982,28,3,1
5,208,2.77,36.73,70.68,110.43,1,4,7,11,6,7,13,8,4,1,0,7,5.247142857,17.6655836,7,1,1
5,377,1.01,19.32,20.65,41.28,1,1,3,2,2,3,5,5,0,0,0,3,6.44,20.62937063,18,2,1
5,349,5.97,26.86,41.77,75.53,2,2,15,16,14,15,8,7,0,1,0,15,1.790666667,20.87456272,17,2,1
5,377,2.21,39.11,99.89,143.05,2,4,20,18,15,20,14,10,3,1,0,20,1.9555,24.96625844,26,3,1
5,208,2.71,15.46,25,46.47,1,1,9,8,8,9,3,3,0,0,0,9,1.717777778,24.97502498,14,2,1
5,349,2.9,12.98,51.28,67.72,1,2,6,7,6,6,7,7,0,0,0,6,2.163333333,25.62718641,18,2,1
5,349,7.92,34.15,156.82,201.31,1,6,8,13,8,8,19,12,6,1,0,8,4.26875,26.13231128,18,2,1
5,349,3,7.5,36.51,47.29,1,1,1,4,2,2,5,5,0,0,0,3,2.5,36.47352647,18,2,1
5,377,1.23,27.74,148.38,179.09,1,4,9,11,8,10,14,11,3,0,0,9,3.082222222,37.08572857,29,3,1
5,155,3.62,5.58,105.69,133.83,1,2,2,3,2,2,0,0,0,0,0,3,1.86,52.8185907,24,3,1
5,155,4.04,30.53,214.86,251.03,1,4,8,6,6,8,0,0,0,0,0,8,3.81625,53.70157461,24,3,1
5,349,5.37,6.76,61.38,73.83,1,1,1,4,2,3,6,5,1,0,0,3,2.253333333,61.31868132,19,2,1
5,208,2.13,25.31,139.26,166.97,1,2,2,12,10,10,9,8,1,0,0,10,2.531,69.5952024,9,1,1
6,208,7.01,5.89,0,14.36,1,0,0,3,2,2,3,3,0,0,0,3,1.963333333,0,57,7,0
6,208,22.57,14.78,0,37.81,1,0,0,8,5,5,2,2,0,0,0,5,2.956,0,42,5,0
6,259,2.79,27.34,23.15,67.21,2,3,11,22,13,15,4,3,0,1,0,13,2.103076923,7.714095302,32,5,0
6,187,8.93,25.06,8.54,43.13,2,1,1,15,12,14,8,3,3,2,0,12,2.088333333,8.531468531,19,2,0
6,85,8.74,21.17,41.81,83.69,1,4,4,15,4,4,0,0,0,0,0,4,5.2925,10.44988753,25,3,0
6,208,4.72,45.04,24,74.75,2,2,10,21,14,15,9,5,2,2,0,14,3.217142857,11.994003,33,4,0
6,259,10.11,45.87,46.56,107.7,3,3,18,34,24,30,18,9,7,2,0,24,1.91125,15.51482839,35,5,0
6,187,8.22,39.88,32.62,107.38,2,2,20,19,12,20,18,2,13,3,0,20,1.994,16.30184908,38,5,0
6,208,15.46,22.23,72.02,113.4,1,2,10,11,9,10,7,2,2,3,0,10,2.223,35.992004,54,7,0
7,212,11.56,24.1,0,35.97,1,0,0,7,6,9,0,0,0,0,0,6,4.016666667,0,30,3,0
7,229,20.87,0,0,33.97,0,0,0,1,1,1,2,2,0,0,0,3,0,0,44,7,0
7,168,26.1,0,0,60.89,0,0,0,0,0,0,0,0,0,0,0,3,0,0,117,19,0
7,224,24.52,27.26,25.66,84.4,1,3,9,13,6,10,2,1,1,0,0,9,3.028888889,8.550483172,40,5,0
7,224,18.21,54.31,46.88,134.56,2,4,14,13,10,14,16,2,13,1,0,14,3.879285714,11.71707073,37,5,0
7,224,26.7,6.86,17.52,78.01,1,1,2,9,3,3,5,5,0,0,0,3,2.286666667,17.5024975,44,6,0
7,212,7.29,32.06,92.3,134.75,2,3,12,12,8,13,3,1,1,1,0,12,2.671666667,30.75641453,50,6,0
7,229,22.08,58.29,65.11,151.6,2,2,10,20,11,14,8,3,5,0,0,11,5.299090909,32.53873063,55,8,0
7,229,17.09,74.53,70.34,167.55,3,2,19,17,13,27,11,1,9,1,0,19,3.922631579,35.15242379,36,6,0
7,229,26.59,22.11,37.66,87.55,1,1,8,6,6,9,1,0,1,0,0,8,2.76375,37.62237762,51,7,0
7,212,27.89,28.24,39.4,97.31,1,1,4,18,8,9,1,1,0,0,0,8,3.53,39.36063936,52,6,0
7,212,29.85,33.52,39.55,134.17,1,1,1,17,9,10,5,1,4,0,0,9,3.724444444,39.51048951,69,9,0
7,168,1.81,127.14,182.31,322.77,4,2,12,40,24,33,0,0,0,0,0,24,5.2975,91.10944528,57,7,0
8,439,3.08,41.56,0,45.27,2,0,0,17,15,17,4,1,0,3,0,15,2.770666667,0,15,2,1
8,439,5.6,17.9,0,23.91,2,0,0,23,15,16,3,2,0,1,0,15,1.193333333,0,21,2,1
8,790,2.58,30.74,10.01,44.34,3,1,28,25,23,28,3,1,0,2,0,28,1.097857143,10,15,2,1
8,790,4.69,35.67,92.29,136.65,1,6,10,95,10,10,23,9,13,1,0,10,3.567,15.37910348,15,2,1
8,790,5.58,8.72,15.98,30.74,1,1,1,5,3,3,5,5,0,0,0,3,2.906666667,15.96403596,21,3,1
8,498,2.06,1.58,17.18,21.34,1,1,1,3,2,2,6,2,4,0,0,3,0.526666667,17.16283716,25,3,1
8,790,3.52,78.38,192.34,277.14,5,9,35,76,31,42,36,15,13,8,0,35,2.239428571,21.36873681,13,2,1
8,498,2.73,75.52,45.43,127.66,6,2,28,71,40,51,10,3,2,5,0,40,1.888,22.70364818,29,3,1
8,410,5.76,91.55,249.64,372.85,4,8,36,128,38,40,0,0,0,0,0,38,2.409210526,31.20109986,25,3,1
8,410,3.3,7.86,96.05,108.09,1,2,8,13,8,8,0,0,0,0,0,8,0.9825,48.0009995,25,3,1
8,498,6.45,47.67,249.56,324.71,3,4,17,61,24,26,28,11,14,3,0,24,1.98625,62.3744064,26,3,1
8,439,5.56,59.2,337.02,420.12,3,5,26,64,26,26,53,18,23,12,0,26,2.276923077,67.3905219,29,3,1
9,204,18.82,5.8,0,24.8,1,0,0,4,3,4,2,2,0,0,0,3,1.933333333,0,21,2,1
9,326,3.14,1.36,0,5.05,1,0,0,0,0,0,0,0,0,0,0,3,0.453333333,0,36,4,1
9,311,5.98,17.17,6.58,30.38,1,1,3,12,7,8,0,0,0,0,0,7,2.452857143,6.573426573,20,3,1
9,180,21.35,11.99,11.19,57.07,1,1,3,6,4,4,1,1,0,0,0,4,2.9975,11.17882118,31,4,1
9,326,7.75,15.86,25.53,50.71,1,2,3,9,3,3,3,3,0,0,0,3,5.286666667,12.75862069,34,4,1
9,326,1.83,38.93,31.35,101.57,1,2,6,16,7,9,3,3,0,0,0,7,5.561428571,15.66716642,37,4,1
9,311,6.37,30.56,57.6,95.65,1,3,4,16,7,9,0,0,0,0,0,7,4.365714286,19.19360213,24,3,1
9,311,2.23,26.12,39.27,75.7,1,2,5,10,6,9,0,0,0,0,0,6,4.353333333,19.62518741,21,3,1
9,311,7.68,25.64,112.14,152.06,1,5,7,16,6,7,0,0,0,0,0,7,3.662857143,22.4235153,20,3,1
9,326,6.62,26.73,74.62,131.87,1,3,7,14,6,7,2,2,0,0,0,7,3.818571429,24.86504499,26,3,1
9,326,2.99,20.08,61.45,87.03,1,2,2,8,5,5,4,3,1,0,0,5,4.016,30.70964518,32,4,1
9,180,8.64,6.96,61.45,90.77,1,2,2,6,3,3,0,0,0,0,0,3,2.32,30.70964518,16,2,1
9,180,2.89,40.8,211.23,258.13,1,5,9,20,7,9,5,5,0,0,0,9,4.533333333,42.23755249,31,4,1
9,311,2.48,6.67,43.42,55.74,1,1,5,3,3,5,0,0,0,0,0,5,1.334,43.37662338,31,5,1
9,326,3.2,24.43,103.35,132.72,1,2,5,15,8,8,4,4,0,0,0,8,3.05375,51.64917541,29,3,1
9,311,4.62,16.79,53.88,75.53,1,1,6,10,7,9,0,0,0,0,0,7,2.398571429,53.82617383,15,2,1
9,204,3.22,49.61,349.99,426.07,2,6,18,42,17,20,13,10,2,1,0,18,2.756111111,58.32194634,33,4,1
10,302,14.97,16.48,0,31.68,1,0,0,18,10,10,2,2,0,0,0,10,1.648,0,30,3,1
10,181,11.9,1.24,0,51.68,1,0,0,19,10,10,2,2,0,0,0,10,0.124,0,36,4,1
10,302,11.49,66.66,118.82,205.27,2,6,15,25,10,16,14,13,0,1,0,15,4.444,19.80003333,57,6,1
10,296,3.62,25.8,26.27,56.41,2,1,12,10,7,15,0,0,0,0,0,12,2.15,26.24375624,22,3,1
10,296,5.19,80.71,145.65,232.86,2,5,18,85,20,20,0,0,0,0,0,20,4.0355,29.12417516,15,2,1
10,116,1.77,49.35,32.51,94.67,1,1,1,1,1,1,2,2,0,0,0,3,16.45,32.47752248,28,4,1
10,302,7.17,54.21,173.39,237.43,1,5,7,16,7,7,15,15,0,0,0,7,7.744285714,34.67106579,39,4,1
10,181,9.54,24.03,117.38,187.24,1,3,6,31,10,10,12,10,1,1,0,10,2.403,39.11362879,18,2,1
10,116,6.47,39.85,157.16,204.98,1,3,9,14,8,9,10,10,0,0,0,9,4.427777778,52.36921026,25,3,1
11,107,30.46,69.05,174.89,280.73,1,5,9,10,7,10,16,6,10,0,0,9,7.672222222,34.9710058,47,6,0
11,82,25.81,79.64,132.83,243.85,1,3,10,9,7,10,10,2,8,0,0,10,7.964,44.2619127,35,5,0
11,61,15.55,73.52,168.38,258.52,1,3,5,8,4,6,0,0,0,0,0,5,14.704,56.10796401,19,2,0
11,52,34.19,24.35,160.24,230.48,1,2,2,2,2,2,5,2,3,0,0,3,8.116666667,80.07996002,39,5,0
12,417,6.28,39.01,0,46.49,1,0,0,19,10,10,2,2,0,0,0,10,3.901,0,23,3,0
12,493,4.14,14.33,0,18.66,1,0,0,9,3,3,1,1,0,0,0,3,4.776666667,0,27,3,0
12,417,11.9,6.13,0,19.08,1,0,0,4,3,4,2,2,0,0,0,3,2.043333333,0,29,3,0
12,417,6.37,8.14,0,15.39,1,0,0,6,4,4,2,2,0,0,0,4,2.035,0,28,3,0
12,493,10.65,22.46,0,33.33,1,0,0,20,7,9,3,2,1,0,0,7,3.208571429,0,30,3,0
12,493,4.31,8.29,0,12.77,1,0,0,8,4,4,2,2,0,0,0,4,2.0725,0,26,3,0
12,493,16.73,3.08,0,20.07,1,0,0,0,0,0,0,0,0,0,0,3,1.026666667,0,23,3,0
12,152,14.34,17.19,10.01,42.07,1,1,6,11,6,6,0,0,0,0,0,6,2.865,10,34,4,0
12,362,3.33,9.09,10.01,22.69,1,1,4,9,4,4,0,0,0,0,0,4,2.2725,10,22,3,0
12,493,5.78,9.27,15.46,30.68,1,1,1,1,1,1,3,1,0,2,0,3,3.09,15.44455544,29,3,0
12,493,8.14,22.24,23.55,54.29,1,1,2,24,10,10,7,6,0,1,0,10,2.224,23.52647353,27,3,0
12,493,7.44,5.64,25.91,39.32,1,1,1,5,2,2,2,2,0,0,0,3,1.88,25.88411588,31,3,0
12,362,8.5,10.46,55.02,75.01,1,2,4,9,4,4,3,1,0,2,0,4,2.615,27.49625187,24,3,0
12,417,8.06,10.6,61.83,82.77,1,2,8,20,9,10,16,8,7,1,0,9,1.177777778,30.89955022,33,4,0
12,417,3.09,34.82,103.42,145.34,1,3,9,46,10,10,15,7,6,2,0,10,3.482,34.46184605,28,3,0
12,493,4.23,7.12,40.03,51.66,1,1,2,11,5,5,8,3,4,1,0,5,1.424,39.99000999,28,3,0
12,493,10.69,24.49,44.37,79.85,1,1,1,27,9,9,9,8,1,0,0,9,2.721111111,44.32567433,28,3,0
12,362,7.48,16.85,92.54,117.87,1,2,6,17,8,8,17,9,3,5,0,8,2.10625,46.24687656,28,4,0
12,493,7.58,10.99,52.41,72.01,1,1,6,12,6,6,8,6,0,2,0,6,1.831666667,52.35764236,40,4,0
12,493,9.39,5.98,59.5,75.14,1,1,2,2,2,2,6,2,1,3,0,3,1.993333333,59.44055944,28,3,0
12,152,3.85,7.35,87.46,99.56,1,1,2,4,2,2,0,0,0,0,0,3,2.45,87.37262737,33,4,0
12,362,11.21,46.74,197.59,256.65,2,2,7,59,20,20,17,9,2,6,0,20,2.337,98.74562719,21,3,0
12,152,5.38,14,296.97,325.99,1,3,4,22,4,4,0,0,0,0,0,4,3.5,98.95701433,25,3,0
12,417,7.37,19.28,148.62,178.43,1,1,1,15,10,10,7,3,4,0,0,10,1.928,148.4715285,39,4,0
13,251,10.02,34.06,0,45.39,2,0,0,3,3,20,3,1,1,1,0,3,11.35333333,0,38,4,0
13,329,4.7,31.94,0,37.51,1,0,0,5,4,10,3,3,0,0,0,4,7.985,0,46,6,0
13,329,16.49,12.16,8.2,37.57,1,1,2,1,1,2,2,2,0,0,0,3,4.053333333,8.191808192,40,5,0
13,297,13.25,67.26,52.52,136.92,3,6,23,35,18,30,0,0,0,0,0,23,2.924347826,8.751874688,38,6,0
13,297,12.09,57.93,51.16,152.29,3,5,16,21,14,22,0,0,0,0,0,16,3.620625,10.22995401,63,9,0
13,297,2.86,19.9,26.12,91.2,2,2,4,6,4,6,0,0,0,0,0,4,4.975,13.05347326,95,13,0
13,304,15.2,16.75,31.55,67.14,1,2,2,4,3,3,6,6,0,0,0,3,5.583333333,15.76711644,32,4,0
13,304,6.29,33.67,56.56,107.09,1,3,7,10,6,7,8,8,0,0,0,7,4.81,18.84705098,23,3,0
13,329,7.86,90.35,121.6,235.44,3,5,15,30,17,22,24,21,1,2,0,17,5.314705882,24.31513697,51,6,0
13,304,4.9,26.71,26.24,60.08,1,1,10,4,4,10,4,4,0,0,0,10,2.671,26.21378621,45,8,0
13,304,2.95,48.1,162.54,216.66,2,6,16,18,11,16,22,12,8,2,0,16,3.00625,27.08548575,25,3,0
13,251,11.16,30.94,28.29,81.28,2,1,3,9,7,12,7,4,2,1,0,7,4.42,28.26173826,46,6,0
13,251,14.05,49.02,87.07,157.99,1,2,5,7,4,5,8,4,3,1,0,5,9.804,43.51324338,71,9,0
13,251,4.3,26.08,44.28,80.22,2,1,4,6,6,12,7,3,2,2,0,6,4.346666667,44.23576424,55,7,0
13,329,3.17,47.88,99.53,162.5,1,2,4,19,5,5,9,6,1,2,0,5,9.576,49.74012994,86,11,0
13,251,3.58,14.81,51.71,73.02,1,1,3,6,3,3,6,5,1,0,0,3,4.936666667,51.65834166,37,5,0
14,621,4.56,6.73,0,13.11,1,0,0,0,0,0,1,1,0,0,0,3,2.243333333,0,34,5,1
14,324,13.39,6.27,0,30.07,1,0,0,3,2,2,0,0,0,0,0,3,2.09,0,52,6,1
14,932,4.02,6.01,0,10.87,1,0,0,2,1,1,1,1,0,0,0,3,2.003333333,0,36,5,1
14,621,3.65,5.3,0,9.3,1,0,0,1,1,1,3,2,1,0,0,3,1.766666667,0,25,3,1
14,324,3.37,4.14,0,7.88,1,0,0,0,0,0,0,0,0,0,0,3,1.38,0,30,3,1
14,932,14.67,85.05,45.12,151.11,3,14,22,79,22,24,20,7,10,3,0,22,3.865909091,3.222626955,26,4,1
14,932,4.59,39.31,18.47,79.79,3,5,20,41,20,24,11,7,2,2,0,20,1.9655,3.693261348,26,3,1
14,932,3.93,111.72,93.86,247.22,4,19,40,99,39,40,13,10,1,2,0,40,2.793,4.939740014,46,6,1
14,621,11.12,30.94,27.7,77.39,2,3,5,24,13,14,5,4,0,1,0,13,2.38,9.230256581,44,6,1
14,621,7.43,8.77,13.57,30.79,1,1,5,6,4,5,3,3,0,0,0,5,1.754,13.55644356,23,3,1
14,621,9.96,116.64,219.7,357.88,7,15,62,114,58,65,26,12,5,9,0,62,1.881290323,14.64569029,33,4,1
14,324,2.94,108.6,288,442.73,3,16,29,70,28,29,0,0,0,0,0,29,3.744827586,17.99887507,67,8,1
14,299,3.16,77.98,372.14,464.43,3,11,21,60,22,22,29,11,14,4,0,22,3.544545455,33.82783383,37,6,1
15,674,9,29.21,0,42.7,3,0,0,33,22,25,3,1,0,2,0,22,1.327727273,0,24,3,0
15,674,2.69,12.27,0,24.11,1,0,0,14,9,9,3,2,1,0,0,9,1.363333333,0,26,3,0
15,674,5.52,24.5,0,32.52,3,0,0,30,23,24,5,3,0,2,0,23,1.065217391,0,16,3,0
15,674,2.9,5.73,10.01,19.03,1,1,3,3,3,3,1,1,0,0,0,3,1.91,10,18,2,0
15,434,2.6,49.75,40.92,132.29,3,4,21,66,24,24,0,0,0,0,0,24,2.072916667,10.22744314,20,3,0
15,434,8.4,74.46,93.11,185.8,2,5,20,83,20,20,0,0,0,0,0,20,3.723,18.61827634,20,3,0
15,330,3.56,11.84,19.12,35.42,1,1,9,23,9,9,3,1,1,1,0,9,1.315555556,19.1008991,21,3,0
15,674,13.97,82.78,48.71,163.12,4,2,9,78,33,35,7,1,2,4,0,33,2.508484848,24.34282859,46,5,0
15,330,2.38,17.33,28.81,55.56,2,1,18,23,18,18,6,2,2,2,0,18,0.962777778,28.78121878,25,3,0
15,423,17.26,38.95,75.74,146.01,4,2,14,57,32,35,19,4,11,4,0,32,1.2171875,37.85107446,30,3,0
15,674,12.38,43.94,132.28,195.16,2,3,19,46,20,20,16,3,7,6,0,20,2.197,44.07864045,34,4,0
